Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,80.0,80.87999725341797,76.7699966430664,78.27999877929688,77.53731536865234,1456500
2022-01-04,78.51000213623047,80.95999908447266,78.4800033569336,79.05999755859375,78.30992126464844,1113900
2022-01-05,79.51000213623047,79.62000274658203,76.41000366210938,76.44000244140625,75.71477508544922,878800
2022-01-06,76.86000061035156,77.48999786376953,76.27999877929688,77.30000305175781,76.5666275024414,912500
2022-01-07,77.44000244140625,77.62999725341797,76.7300033569336,77.2300033569336,76.49728393554688,594000
2022-01-10,76.48999786376953,76.86000061035156,75.05000305175781,75.94999694824219,75.22941589355469,925300
2022-01-11,76.25,77.44000244140625,75.5999984741211,77.41000366210938,76.67558288574219,659900
2022-01-12,77.33000183105469,78.05999755859375,77.01000213623047,77.3499984741211,76.61613464355469,603100
2022-01-13,77.47000122070312,77.52999877929688,75.55999755859375,75.66999816894531,74.95207214355469,708700
2022-01-14,74.69999694824219,74.94000244140625,73.30999755859375,74.75,74.04081726074219,721200
2022-01-18,73.9000015258789,74.58000183105469,71.79000091552734,71.93000030517578,71.24757385253906,1341600
2022-01-19,73.83000183105469,75.1500015258789,71.83999633789062,72.1500015258789,71.4654769897461,1562700
2022-01-20,72.5,74.69000244140625,72.0199966430664,72.23999786376953,71.55461883544922,1230300
2022-01-21,71.58000183105469,71.58999633789062,68.97000122070312,69.30999755859375,68.65242004394531,1207100
2022-01-24,68.01000213623047,68.2300033569336,64.81999969482422,68.0,67.35484313964844,1427500
2022-01-25,66.68000030517578,67.2699966430664,65.4800033569336,65.7300033569336,65.10639190673828,1290900
2022-01-26,66.6500015258789,67.75,65.37000274658203,66.0,65.37382507324219,1359000
2022-01-27,66.52999877929688,66.94999694824219,64.30000305175781,64.83999633789062,64.2248306274414,1289700
2022-01-28,64.2300033569336,65.87999725341797,63.83000183105469,65.87000274658203,65.24505615234375,681100
2022-01-31,65.81999969482422,68.25,65.3499984741211,68.19000244140625,67.54305267333984,1271000
2022-02-01,68.1500015258789,70.33000183105469,67.31999969482422,70.2300033569336,69.56371307373047,1005900
2022-02-02,70.44000244140625,71.80000305175781,70.33999633789062,71.02999877929688,70.35610961914062,924500
2022-02-03,70.0,71.26000213623047,69.98999786376953,70.20999908447266,69.54388427734375,851800
2022-02-04,69.76000213623047,73.44999694824219,69.54000091552734,72.97000122070312,72.27770233154297,743200
2022-02-07,73.0,74.13999938964844,72.66000366210938,72.83999633789062,72.14892578125,672400
2022-02-08,72.95999908447266,74.11000061035156,72.94000244140625,73.63999938964844,72.94135284423828,614100
