,Date,Adj Close,% change
0,2022-01-03,8.729999542236328,0.0
1,2022-01-04,8.90999984741211,0.020618592739315433
2,2022-01-05,8.899999618530273,-0.001122360163085756
3,2022-01-06,9.0600004196167,0.017977618870150813
4,2022-01-07,9.229999542236328,0.018763699199345174
5,2022-01-10,9.0,-0.024918694869252578
6,2022-01-11,9.18000030517578,0.020000033908419868
7,2022-01-12,9.43000030517578,0.027233114563084193
8,2022-01-13,9.4399995803833,0.0010603684924626045
9,2022-01-14,9.699999809265137,0.027542398351598107
10,2022-01-18,9.479999542236328,-0.022680440345851482
11,2022-01-19,9.199999809265137,-0.029535838237513157
12,2022-01-20,8.960000038146973,-0.026086932184114286
13,2022-01-21,8.789999961853027,-0.018973222719885552
14,2022-01-24,9.06999969482422,0.031854349736784915
15,2022-01-25,9.149999618530272,0.0088202785444087
16,2022-01-26,8.920000076293945,-0.025136563041001536
17,2022-01-27,8.75,-0.019058304354250266
18,2022-01-28,8.720000267028809,-0.0034285409109933163
19,2022-01-31,8.890000343322754,0.019495420996342494
20,2022-02-01,9.220000267028809,0.03712034993945945
21,2022-02-02,9.100000381469728,-0.013015171592587249
22,2022-02-03,9.100000381469728,0.0
23,2022-02-04,8.90999984741211,-0.02087917869152134
24,2022-02-07,9.0,0.010101027399459506
25,2022-02-08,8.859999656677246,-0.015555593702528236
26,2022-02-09,9.15999984741211,0.03386006798643293
27,2022-02-10,9.170000076293944,0.0010917280620543757
28,2022-02-11,9.380000114440918,0.022900767328220883
29,2022-02-14,9.300000190734863,-0.008528776410449246
30,2022-02-15,9.43000030517578,0.013978506642443822
31,2022-02-16,9.8100004196167,0.04029693554011349
32,2022-02-17,9.75,-0.006116250463834683
33,2022-02-18,9.6899995803833,-0.006153889191456319
34,2022-02-22,9.619999885559082,-0.007223911027398611
35,2022-02-23,9.149999618530272,-0.048856577195426354
36,2022-02-24,9.130000114440918,-0.0021857382429668615
37,2022-02-25,9.25,0.013143470323650819
38,2022-02-28,9.34000015258789,0.009729746225717983
39,2022-03-01,9.479999542236328,0.014989227768871904
40,2022-03-02,9.9399995803833,0.04852321311805241
41,2022-03-03,10.119999885559082,0.018108683377715096
42,2022-03-04,10.4399995803833,0.03162052356155143
43,2022-03-07,10.8100004196167,0.03544069483763468
44,2022-03-08,11.260000228881836,0.0416281028489629
45,2022-03-09,10.869999885559082,-0.03463590900490443
46,2022-03-10,11.020000457763672,0.013799500808078902
47,2022-03-11,10.75,-0.024500947962615927
48,2022-03-14,10.359999656677246,-0.03627910170444226
49,2022-03-15,10.15999984741211,-0.019305001534071664
50,2022-03-16,10.170000076293944,0.0009842745110257844
51,2022-03-17,10.289999961853027,0.011799398688187024
52,2022-03-18,10.109999656677246,-0.017492741092621555
53,2022-03-21,10.640000343322754,0.05242341292222141
54,2022-03-22,10.34000015258789,-0.028195505738224158
55,2022-03-23,10.579999923706056,0.023210809243373154
56,2022-03-24,10.75,0.016068060257073746
57,2022-03-25,11.15999984741211,0.03813952068949855
58,2022-03-28,10.720000267028809,-0.039426486236496916
59,2022-03-29,11.010000228881836,0.02705223457362882
60,2022-03-30,10.989999771118164,-0.0018165719662026625
61,2022-03-31,11.029999732971191,0.0036396690342204163
62,2022-04-01,11.34000015258789,0.028105206448014508
63,2022-04-04,10.9399995803833,-0.03527341859103117
64,2022-04-05,10.34000015258789,-0.05484455674671862
65,2022-04-06,10.31999969482422,-0.0019342802193929032
66,2022-04-07,10.300000190734863,-0.0019379365000744553
67,2022-04-08,10.270000457763672,-0.002912595380160976
68,2022-04-11,10.210000038146973,-0.00584229960489846
69,2022-04-12,10.520000457763672,0.030362430799065976
