,Unnamed: 0.1,Unnamed: 0,Date,Adj Close,% change
0,0,0,2022-01-03,34.19205856323242,0.0
1,1,1,2022-01-04,33.60447311401367,-0.017184851509660093
2,2,2,2022-01-05,32.67179107666016,-0.02775469903036698
3,3,3,2022-01-06,31.83238220214844,-0.025692159714848728
4,4,4,2022-01-07,32.391990661621094,0.017579848593137548
5,5,5,2022-01-10,32.0655517578125,-0.010077766050833326
6,6,6,2022-01-11,32.951602935791016,0.027632494356272463
7,7,7,2022-01-12,32.14949035644531,-0.024342141440241494
8,8,8,2022-01-13,31.91632080078125,-0.007252667245386535
9,9,9,2022-01-14,31.058258056640625,-0.026884763738796003
10,10,10,2022-01-18,30.90902709960937,-0.004804872081335065
11,11,11,2022-01-19,31.17017364501953,0.008448876264159688
12,12,12,2022-01-20,31.132869720458984,-0.0011967826995570308
13,13,13,2022-01-21,30.321435928344727,-0.026063572018901415
14,14,14,2022-01-24,30.68518447875977,0.01199641571311627
15,15,15,2022-01-25,29.78048515319824,-0.029483261741110378
16,16,16,2022-01-26,30.44268798828125,0.02223613321530782
17,17,17,2022-01-27,30.19086265563965,-0.008272112263494669
18,18,18,2022-01-28,31.151525497436523,0.031819655263060964
19,19,19,2022-01-31,31.91632080078125,0.024550813840807262
20,20,20,2022-02-01,31.608539581298828,-0.00964338030700862
21,21,21,2022-02-02,31.403345108032227,-0.0064917416617377155
22,22,22,2022-02-03,30.274805068969727,-0.03593693713775248
23,23,23,2022-02-04,30.93700408935547,0.021872940845603095
24,24,24,2022-02-07,31.54324722290039,0.019596051763574485
25,25,25,2022-02-08,31.841705322265625,0.009461869834014758
26,26,26,2022-02-09,33.0541877746582,0.0380784395848528
27,27,27,2022-02-10,32.531890869140625,-0.015801232481592264
28,28,28,2022-02-11,32.29872131347656,-0.007167414786985016
29,29,29,2022-02-14,32.22410583496094,-0.002310168188747852
30,30,30,2022-02-15,32.88631057739258,0.020549980372556842
31,31,31,2022-02-16,32.709102630615234,-0.0053885018923091055
32,32,32,2022-02-17,32.57852935791016,-0.003991955211356202
33,33,33,2022-02-18,32.41996765136719,-0.004867061517756177
34,34,34,2022-02-22,32.09353256225586,-0.010068951722028041
35,35,35,2022-02-23,31.58988380432129,-0.015693154281398614
36,36,36,2022-02-24,32.85832595825195,0.04015342892008822
37,37,37,2022-02-25,33.554840087890625,0.021197492852302435
38,38,38,2022-02-28,35.17375183105469,0.04824674291171194
39,39,39,2022-03-01,35.00433349609375,-0.004816612563103395
40,40,40,2022-03-02,35.343170166015625,0.009679849209518254
41,41,41,2022-03-03,35.540828704833984,0.005592552617377233
