,Unnamed: 0.1,Unnamed: 0,Date,Adj Close,% change
0,0,0,2022-01-03,29.82666778564453,0.0
1,1,1,2022-01-04,28.15999984741211,-0.055878449118428986
2,2,2,2022-01-05,26.64999961853028,-0.05362216750937221
3,3,3,2022-01-06,27.89999961853028,0.04690431586838928
4,4,4,2022-01-07,27.33333206176757,-0.020310665394645655
5,5,5,2022-01-10,27.57666778564453,0.008902526897455187
6,6,6,2022-01-11,27.86666679382324,0.010516100437982345
7,7,7,2022-01-12,28.253332138061523,0.013875550567245876
8,8,8,2022-01-13,27.856666564941406,-0.01403960322916209
9,9,9,2022-01-14,29.55666732788086,0.06102671182771613
10,10,10,2022-01-18,27.163333892822266,-0.08097440108888587
11,11,11,2022-01-19,27.24333381652832,0.002945143774387482
12,12,12,2022-01-20,26.31999969482422,-0.033892112027197
13,13,13,2022-01-21,24.540000915527344,-0.06762913373615687
14,14,14,2022-01-24,24.82333374023437,0.011545754447293222
15,15,15,2022-01-25,24.1299991607666,-0.027930760095449814
16,16,16,2022-01-26,24.86000061035156,0.030252858473856836
17,17,17,2022-01-27,23.676666259765625,-0.047599932483235796
18,18,18,2022-01-28,24.703332901000977,0.043361959406421624
19,19,19,2022-01-31,26.549999237060547,0.07475373235911587
20,20,20,2022-02-01,27.350000381469727,0.030131870711788133
21,21,21,2022-02-02,26.8799991607666,-0.0171846879030233
22,22,22,2022-02-03,25.80666732788086,-0.039930500982022
23,23,23,2022-02-04,26.64999961853028,0.03267885310159002
24,24,24,2022-02-07,26.73666763305664,0.003252083143224338
25,25,25,2022-02-08,27.239999771118164,0.01882553745924631
26,26,26,2022-02-09,28.65999984741211,0.052129224971563026
27,27,27,2022-02-10,28.09333229064941,-0.01977207117165658
28,28,28,2022-02-11,26.86666679382324,-0.043663937198167635
29,29,29,2022-02-14,26.76000022888184,-0.00397021951997123
30,30,30,2022-02-15,28.280000686645508,0.05680121243508607
31,31,31,2022-02-16,28.62333297729492,0.012140462599477209
32,32,32,2022-02-17,27.503332138061523,-0.03912894560957736
