,Unnamed: 0,Date,Adj Close,% change
0,0,2022-01-03,9.8100004196167,0.0
1,1,2022-01-04,9.8149995803833,0.0005095984253584707
2,2,2022-01-05,9.800000190734863,-0.0015282109311971492
3,3,2022-01-06,9.800000190734863,0.0
4,4,2022-01-07,9.800000190734863,0.0
5,5,2022-01-10,9.800000190734863,0.0
6,6,2022-01-11,9.800000190734863,0.0
7,7,2022-01-12,9.800000190734863,0.0
8,8,2022-01-13,9.779999732971191,-0.0020408629973885928
9,9,2022-01-14,9.770000457763672,-0.0010224208057807438
10,10,2022-01-18,9.770000457763672,0.0
11,11,2022-01-19,9.850000381469728,0.008188323434773714
12,12,2022-01-20,9.850000381469728,0.0
13,13,2022-01-21,9.850000381469728,0.0
14,14,2022-01-24,9.850000381469728,0.0
15,15,2022-01-25,9.84000015258789,-0.001015251623812219
16,16,2022-01-26,9.84000015258789,0.0
17,17,2022-01-27,9.729999542236328,-0.011178923642865213
18,18,2022-01-28,9.729999542236328,0.0
19,19,2022-01-31,9.729999542236328,0.0
20,20,2022-02-01,9.760000228881836,0.003083318402563151
21,21,2022-02-02,9.710000038146973,-0.005122970242039782
22,22,2022-02-03,9.710000038146973,0.0
23,23,2022-02-04,9.710000038146973,0.0
24,24,2022-02-07,9.710000038146973,0.0
25,25,2022-02-08,9.743800163269045,0.0034809603490508767
26,26,2022-02-09,9.743800163269045,0.0
27,27,2022-02-10,9.760000228881836,0.0016626024078223445
28,28,2022-02-11,9.760000228881836,0.0
29,29,2022-02-14,9.760000228881836,0.0
30,30,2022-02-15,9.75,-0.001024613590913992
31,31,2022-02-16,9.75,0.0
32,32,2022-02-17,9.90999984741211,0.016410240760216244
33,33,2022-02-18,9.836000442504885,-0.007467144908841594
34,34,2022-02-22,9.81999969482422,-0.0016267534527061311
35,35,2022-02-23,9.859999656677246,0.004073315997566551
36,36,2022-02-24,9.859999656677246,0.0
37,37,2022-02-25,9.859999656677246,0.0
38,38,2022-02-28,9.859999656677246,0.0
39,39,2022-03-01,9.770000457763672,-0.009127708118389921
40,40,2022-03-02,9.770000457763672,0.0
41,41,2022-03-03,9.789999961853027,0.0020470320524359487
42,42,2022-03-04,9.770000457763672,-0.002042850272449881
43,43,2022-03-07,9.770000457763672,0.0
44,44,2022-03-08,9.779999732971191,0.0010234672199604944
45,45,2022-03-09,9.779999732971191,0.0
46,46,2022-03-10,9.779999732971191,0.0
47,47,2022-03-11,9.779999732971191,0.0
48,48,2022-03-14,9.779999732971191,0.0
49,49,2022-03-15,9.779999732971191,0.0
50,50,2022-03-16,9.789999961853027,0.0010225183184946474
51,51,2022-03-17,9.779999732971191,-0.0010214738427785086
52,52,2022-03-18,9.760000228881836,-0.002044939124275391
53,53,2022-03-21,9.779999732971191,0.0020491294692979167
54,54,2022-03-22,9.800000190734863,0.0020450366369892947
55,55,2022-03-23,9.770000457763672,-0.003061197182379072
56,56,2022-03-24,9.779999732971191,0.0010234672199604944
57,57,2022-03-25,9.850000381469728,0.00715753071674885
58,58,2022-03-28,9.880000114440918,0.0030456580517119747
59,59,2022-03-29,9.880000114440918,0.0
60,60,2022-03-30,9.880000114440918,0.0
61,61,2022-03-31,9.880000114440918,0.0
62,62,2022-04-01,9.880000114440918,0.0
63,63,2022-04-04,9.869999885559082,-0.0010121689034415793
64,64,2022-04-05,9.869999885559082,0.0
65,65,2022-04-06,9.90999984741211,0.004052681085797261
66,66,2022-04-07,9.90999984741211,0.0
67,67,2022-04-08,9.850000381469728,-0.006054436616167003
68,68,2022-04-11,9.850000381469728,0.0
69,69,2022-04-12,9.8100004196167,-0.004060909675524416
70,70,2022-04-13,9.8100004196167,0.0
71,71,2022-04-14,9.880000114440918,0.007135544529054627
72,72,2022-04-18,9.829999923706056,-0.005060747991468051
73,73,2022-04-19,9.8100004196167,-0.002034537563029515
74,74,2022-04-20,9.829999923706056,0.002038685344943003
75,75,2022-04-21,9.829999923706056,0.0
76,76,2022-04-22,9.829999923706056,0.0
77,77,2022-04-25,9.880000114440918,0.005086489432647889
78,78,2022-04-26,9.880000114440918,0.0
