,Unnamed: 0.1,Unnamed: 0,Date,Adj Close,% change
0,0,0,2022-01-03,9.899999618530272,0.0
1,1,1,2022-01-04,9.899999618530272,0.0
2,2,2,2022-01-05,9.899999618530272,0.0
3,3,3,2022-01-06,9.93000030517578,0.003030372505202328
4,4,4,2022-01-07,9.920000076293944,-0.0010070723639982182
5,5,5,2022-01-10,9.90999984741211,-0.0010080875811414591
6,6,6,2022-01-11,9.90999984741211,0.0
7,7,7,2022-01-12,9.899999618530272,-0.001009104847206399
8,8,8,2022-01-13,9.93000030517578,0.003030372505202328
9,9,9,2022-01-14,9.899999618530272,-0.0030212170919945436
10,10,10,2022-01-18,9.90999984741211,0.00101012416840085
11,11,11,2022-01-19,9.90999984741211,0.0
12,12,12,2022-01-20,9.920000076293944,0.001009104847206066
13,13,13,2022-01-21,9.81999969482422,-0.010080683538369772
14,14,14,2022-01-24,9.960000038146973,0.014256654549240189
15,15,15,2022-01-25,9.899999618530272,-0.00602413849266048
16,16,16,2022-01-26,9.90999984741211,0.00101012416840085
17,17,17,2022-01-27,9.890000343322754,-0.0020181134608774354
18,18,18,2022-01-28,9.890000343322754,0.0
19,19,19,2022-01-31,9.899999618530272,0.0010110490253185667
20,20,20,2022-02-01,9.89799976348877,-0.00020200556753147136
21,21,21,2022-02-02,9.890000343322754,-0.0008081855281026895
22,22,22,2022-02-03,9.899999618530272,0.0010110490253185667
23,23,23,2022-02-04,9.890000343322754,-0.001010027837657912
24,24,24,2022-02-07,9.890000343322754,0.0
25,25,25,2022-02-08,9.890000343322754,0.0
26,26,26,2022-02-09,9.859999656677246,-0.003033436360370123
27,27,27,2022-02-10,9.84000015258789,-0.0020283473413522657
28,28,28,2022-02-11,9.899999618530272,0.006097506606907999
29,29,29,2022-02-14,9.880000114440918,-0.002020152006058651
30,30,30,2022-02-15,9.880000114440918,0.0
31,31,31,2022-02-16,9.880000114440918,0.0
32,32,32,2022-02-17,9.880000114440918,0.0
33,33,33,2022-02-18,9.880000114440918,0.0
34,34,34,2022-02-22,9.880000114440918,0.0
35,35,35,2022-02-23,9.880000114440918,0.0
36,36,36,2022-02-24,9.871000289916992,-0.0009109134028015831
37,37,37,2022-02-25,9.869999885559082,-0.00010134781972725992
38,38,38,2022-02-28,9.890000343322754,0.002026388854668104
39,39,39,2022-03-01,9.880000114440918,-0.0010111454534567077
40,40,40,2022-03-02,9.878999710083008,-0.0001012555006398852
41,41,41,2022-03-03,9.869999885559082,-0.0009110056471345329
42,42,42,2022-03-04,9.869999885559082,0.0
43,43,43,2022-03-07,9.866999626159668,-0.00030397765290790524
44,44,44,2022-03-08,9.880000114440918,0.0013175725928662452
45,45,45,2022-03-09,9.869999885559082,-0.0010121689034415793
46,46,46,2022-03-10,9.859999656677246,-0.001013194427334052
47,47,47,2022-03-11,9.859999656677246,0.0
48,48,48,2022-03-14,9.859999656677246,0.0
49,49,49,2022-03-15,9.869999885559082,0.0010142220314444117
50,50,50,2022-03-16,9.859999656677246,-0.001013194427334052
51,51,51,2022-03-17,9.859999656677246,0.0
