,Unnamed: 0.1,Unnamed: 0,Date,Adj Close,% change
0,0,0,2022-01-03,23.210073471069336,0.0
1,1,1,2022-01-04,23.27469825744629,0.0027843421718378725
2,2,2,2022-01-05,22.665367126464844,-0.026179979832241296
3,3,3,2022-01-06,22.794620513916016,0.005702682278649229
4,4,4,2022-01-07,22.52688217163086,-0.01174568105319862
5,5,5,2022-01-10,22.45302391052246,-0.003278672145824557
6,6,6,2022-01-11,22.3330020904541,-0.0053454635129174255
7,7,7,2022-01-12,22.23144721984864,-0.0045473004567025965
8,8,8,2022-01-13,22.406862258911133,0.007890401255833623
9,9,9,2022-01-14,22.388397216796875,-0.0008240797797074428
10,10,10,2022-01-18,21.91754722595215,-0.021030982534626097
11,11,11,2022-01-19,21.252819061279297,-0.030328583660390596
12,12,12,2022-01-20,21.0312442779541,-0.01042566554047808
13,13,13,2022-01-21,21.04047584533692,0.0004389453738833371
14,14,14,2022-01-24,21.16049575805664,0.00570423946691867
15,15,15,2022-01-25,21.02201271057129,-0.006544414132293008
16,16,16,2022-01-26,20.62502098083496,-0.01888457281431921
17,17,17,2022-01-27,20.301891326904297,-0.015666876374618943
18,18,18,2022-01-28,20.883527755737305,0.02864937160126635
19,19,19,2022-01-31,21.188194274902344,0.014588843548300368
20,20,20,2022-02-01,21.0312442779541,-0.007407426744909129
21,21,21,2022-02-02,21.003549575805664,-0.0013168361216491231
22,22,22,2022-02-03,20.58809280395508,-0.01978031238725253
23,23,23,2022-02-04,20.48653984069824,-0.004932606639374337
24,24,24,2022-02-07,20.468074798583984,-0.0009013255658514296
25,25,25,2022-02-08,20.800439834594727,0.016238216797689997
26,26,26,2022-02-09,20.948156356811523,0.007101605706006264
27,27,27,2022-02-10,20.76350784301757,-0.008814547239805792
28,28,28,2022-02-11,20.809669494628903,0.0022232106424568965
29,29,29,2022-02-14,20.495769500732425,-0.015084333462263677
30,30,30,2022-02-15,20.948156356811523,0.022072206464994304
31,31,31,2022-02-16,21.151264190673828,0.009695737916156189
32,32,32,2022-02-17,20.8558292388916,-0.013967720752714685
33,33,33,2022-02-18,20.8558292388916,0.0
34,34,34,2022-02-22,20.569629669189453,-0.013722761460304267
35,35,35,2022-02-23,20.505001068115234,-0.0031419428601101584
36,36,36,2022-02-24,20.54193115234375,0.0018010281543432427
37,37,37,2022-02-25,20.8558292388916,0.015280846003226767
38,38,38,2022-02-28,20.70811653137207,-0.0070825621857355525
39,39,39,2022-03-01,20.1264762878418,-0.028087549278038138
40,40,40,2022-03-02,20.69887924194336,0.028440296548449595
41,41,41,2022-03-03,20.745040893554688,0.0022301522257199835
42,42,42,2022-03-04,20.68964576721192,-0.002670282822145542
43,43,43,2022-03-07,20.191104888916016,-0.024096153404712828
44,44,44,2022-03-08,20.55116081237793,0.017832403201449853
45,45,45,2022-03-09,21.142032623291016,0.02875126209694212
46,46,46,2022-03-10,21.35437393188477,0.010043561675324941
47,47,47,2022-03-11,21.372840881347656,0.0008647853372705239
48,48,48,2022-03-14,21.39130401611328,0.0008638596463672599
49,49,49,2022-03-15,21.649810791015625,0.012084666493806129
50,50,50,2022-03-16,22.23144721984864,0.026865658755520716
51,51,51,2022-03-17,22.32450485229492,0.004185855807137706
52,52,52,2022-03-18,22.07324981689453,-0.011254674496153916
53,53,53,2022-03-21,21.75685310363769,-0.014333943387650816
54,54,54,2022-03-22,21.617265701293945,-0.0064157900813517355
55,55,55,2022-03-23,20.9937801361084,-0.02884201794069763
56,56,56,2022-03-24,21.114755630493164,0.005762444571699277
57,57,57,2022-03-25,21.263647079467773,0.0070515355034270755
58,58,58,2022-03-28,21.14267349243164,-0.0056892209781334024
59,59,59,2022-03-29,22.12908363342285,0.04665493894820405
60,60,60,2022-03-30,21.849912643432617,-0.012615569384381797
61,61,61,2022-03-31,21.58004570007324,-0.012350939235470704
62,62,62,2022-04-01,21.96158218383789,0.017680059118844182
63,63,63,2022-04-04,21.62657165527344,-0.015254389495261034
64,64,64,2022-04-05,21.105451583862305,-0.02409628672162034
65,65,65,2022-04-06,21.1519775390625,0.002204452011620006
66,66,66,2022-04-07,20.84488677978516,-0.014518300178327004
67,67,67,2022-04-08,20.565717697143555,-0.013392688844553247
68,68,68,2022-04-11,20.37029838562012,-0.009502187786550098
69,69,69,2022-04-12,20.50057601928711,0.006395470071216769
70,70,70,2022-04-13,20.7518310546875,0.012255998815058122
71,71,71,2022-04-14,20.93794822692871,0.008968710845357997
72,72,72,2022-04-18,20.84488677978516,-0.004444630683720141
73,73,73,2022-04-19,21.17989730834961,0.016071592621425657
74,74,74,2022-04-20,21.45907020568848,0.013181031677090171
75,75,75,2022-04-21,21.09614562988281,-0.016912409173695964
76,76,76,2022-04-22,20.509883880615234,-0.02778999346862354
77,77,77,2022-04-25,20.277238845825195,-0.011343069329120992
78,78,78,2022-04-26,19.932924270629883,-0.016980348153575298
79,79,79,2022-04-27,20.240015029907227,0.015406207092745872
80,80,80,2022-04-28,20.695995330810547,0.022528654263821002
81,81,81,2022-04-29,19.728200912475582,-0.04676240030331802
82,82,82,2022-05-02,19.449024200439453,-0.014151149072066938
83,83,83,2022-05-03,19.5141658782959,0.0033493545581053663
84,84,84,2022-05-04,19.98875999450684,0.02432049205540454
85,85,85,2022-05-05,19.290828704833984,-0.03491618739054625
86,86,86,2022-05-06,19.486248016357425,0.010130166749885205
87,87,87,2022-05-09,19.05818557739257,-0.021967412023367716
88,88,88,2022-05-10,18.69525909423828,-0.01904307635585234
89,89,89,2022-05-11,18.6394271850586,-0.0029864207229354234
90,90,90,2022-05-12,18.97443199157715,0.01797291317981542
91,91,91,2022-05-13,19.40249824523925,0.02256016168769226
92,92,92,2022-05-16,19.579309463500977,0.00911280681626181
93,93,93,2022-05-17,20.08181953430176,0.02566536229163474
94,94,94,2022-05-18,19.45833206176757,-0.031047359601514724
95,95,95,2022-05-19,18.98373985290528,-0.024390179351229557
96,96,96,2022-05-20,18.834848403930664,-0.00784310415799494
97,97,97,2022-05-23,18.909292221069336,0.003952451091835396
98,98,98,2022-05-24,19.31874656677246,0.021653605059151815
99,99,99,2022-05-25,19.12332344055176,-0.010115724927869829
100,100,100,2022-05-26,19.01165771484375,-0.00583924264289859
101,101,101,2022-05-27,19.16054916381836,0.007831586872004248
102,102,102,2022-05-31,18.98373985290528,-0.00922777888052162
103,103,103,2022-06-01,18.946516036987305,-0.0019608262758762374
104,104,104,2022-06-02,19.08610343933105,0.007367444340228291
105,105,105,2022-06-03,18.806930541992188,-0.014627024223475948
106,106,106,2022-06-06,18.92790412902832,0.006432393992524377
107,107,107,2022-06-07,19.33735656738281,0.02163221218595157
108,108,108,2022-06-08,18.82554054260254,-0.02646773477009645
109,109,109,2022-06-09,18.29511260986328,-0.0281759735684024
110,110,110,2022-06-10,17.90427017211914,-0.021363215743937514
111,111,111,2022-06-13,17.01091957092285,-0.04989595178179507
112,112,112,2022-06-14,16.945777893066406,-0.00382940367126261
113,113,113,2022-06-15,17.20633888244629,0.01537615983309304
114,114,114,2022-06-16,16.63248062133789,-0.03335156101649506
115,115,115,2022-06-17,16.76418685913086,0.007918616638819431
116,116,116,2022-06-21,16.895891189575195,0.007856291006002492
117,117,117,2022-06-22,16.67011070251465,-0.013363041021467681
118,118,118,2022-06-23,16.914705276489258,0.014672642452081108
119,119,119,2022-06-24,17.328636169433594,0.02447165860582179
120,120,120,2022-06-27,17.19693374633789,-0.007600276317649035
121,121,121,2022-06-28,17.065227508544922,-0.007658704728162102
122,122,122,2022-06-29,16.96174430847168,-0.006063980103483857
123,123,123,2022-06-30,16.886484146118164,-0.004437053229008225
124,124,124,2022-07-01,17.07463264465332,0.011141958083584091
125,125,125,2022-07-05,16.895891189575195,-0.010468246011377302
126,126,126,2022-07-06,16.801816940307617,-0.005567877314788916
127,127,127,2022-07-07,16.85826301574707,0.003359522106447743
128,128,128,2022-07-08,16.717147827148438,-0.00837068376895167
